"Title","Link"
"Surface Modification of 2A12-T4 Alloy with BN-Doped Micro Arc Oxidized Coatings; [BN粒径对车用2A12-T4合金微弧氧化涂层组织及和摩擦性能的影响]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102879907&doi=10.13922%2fj.cnki.cjovst.2020.12.11&partnerID=40&md5=8778235a3d2ed1f91be373c255a1261c"
"Experimental studies into the analysis required for the durability assessment of 7075 and 6061 cold spray repairs to military aircraft","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090197581&doi=10.3390%2fAEROSPACE7090119&partnerID=40&md5=c22f63c0ab846425f8a68cf89af140fc"
"Tribological behavior of diamond reinforced FeNiCoCrTi0.5 carbonized high-entropy alloy coating","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089285608&doi=10.1016%2fj.surfcoat.2020.126233&partnerID=40&md5=e561b87d6633798142a0be082ec1bead"
"Recently Emerging Nanotechnological Advancements in Polymer Nanocomposite Coatings for Anti-corrosion, Anti-fouling and Self-healing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092317988&doi=10.1016%2fj.surfin.2020.100734&partnerID=40&md5=10d45524beb0d2aadee415bdd5ef5bda"
"Microstructure and properties of Cu-Al-laminated composites fabricated via formation of a horizontal continuous casting composite; [水平连铸复合成形铜铝层状复合材料的组织与性能]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082724225&doi=10.13374%2fj.issn2095-9389.2019.07.08.005&partnerID=40&md5=3874c5570fef7e080e7920ada2adf037"
"Filling and retouching of losses in a Portuguese Army model 1859 clothes backpack; [Preenchimento e reintegração de lacunas em mochila de roupa do Exército Português modelo 1859]; [Relleno y reintegración de lagunas en mochilas de ropa del Ejército Portugués modelo 1859]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198741378&doi=10.37558%2fGEC.V18I1.853&partnerID=40&md5=64572e7328808513aec960733ae2fd03"
"Solid lubricants for the aerospace industry, planning and investing in coating formulations, application methods and testing help ensure that satellites and landing craft hold up for the life of the mission","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097500124&partnerID=40&md5=dac007238f1636bf4f03586cf25deac7"
"The correlation between structure, multifunctional properties and applications of PVD MAX phase coatings. Part II. Texture and high-temperature properties","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079419052&doi=10.1080%2f02670844.2019.1611076&partnerID=40&md5=a24c32914dbcfac1fd8f303fb76a1cd9"
"Supersonic particle deposition as an additive technology: methods, challenges, and applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076825802&doi=10.1007%2fs00170-019-04682-2&partnerID=40&md5=21743451223611eb264e2801d5185120"
"The wear resistant nano composite coating on aluminum alloys by plasma spraying technique - A review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089278236&doi=10.1063%2f5.0004002&partnerID=40&md5=ea81b27798d580e3a93f123316957e23"
"Electromagnetic shielding performance of different metallic coatings deposited by arc thermal spray process","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098244768&doi=10.3390%2fma13245776&partnerID=40&md5=761e2ac882b6eb85268aac7d2aa36b25"
"Effect of Al2O3 coating thickness on microstructural characterization and mechanical properties of continuous carbon fiber reinforced aluminum matrix composites","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087756120&doi=10.1016%2fj.msea.2020.139839&partnerID=40&md5=d87dec75ab7b4166013d316d0a2fdf33"
"Present status and future prospects of plasma sprayed multilayered thermal barrier coating systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081981799&doi=10.1016%2fj.jeurceramsoc.2020.03.016&partnerID=40&md5=cf693eceffc072bc10206c405a3f908d"
"Applications of self-healing polymeric systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105260751&doi=10.1016%2fB978-0-12-818450-9.00016-7&partnerID=40&md5=2e91ce48bf49ca1458131e8441a7a3b6"
"Evolutionary Design, Deposition and Characterization Techniques for Interference Optical Thin-Film Multilayer Coatings and Devices","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144989982&doi=10.1007%2f978-981-15-6116-0_10&partnerID=40&md5=3a79828dda723582363dcb13d3d23f6d"
"The tribological performance at elevated temperatures of MoNbN-Ag coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078563866&doi=10.1016%2fj.apsusc.2020.145372&partnerID=40&md5=0fc9b5cd3c7774cb846195202ebd4a53"
"Effect of laser surface treatment on the adhesive properties of bonded CFRP joints","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084162151&partnerID=40&md5=e5e440057a7b795a9938507bfbd9e258"
"Surface topology modification of organic substrates using material jetting technologies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090193018&doi=10.1016%2fj.matdes.2020.109116&partnerID=40&md5=7965f436633a99bb2c5351a9c66dfc4f"
"Wear performance investigation of PVD coated and uncoated carbide tools during high-speed machining of TiAl6V4 aerospace alloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077662161&doi=10.1016%2fj.wear.2019.203168&partnerID=40&md5=20cafde1bc066bce2593162e5287996e"
"Research on thermal properties of phase change thermal control materials Bi-21In-18Pb-12Sn and Ga-13.5Sn with low melting point","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081679095&doi=10.1016%2fj.jmrt.2020.02.016&partnerID=40&md5=e65f25c04f5bd61367d89e6dfb5fc9c7"
"High temperature oxidation resistance and microstructure of laser-shock peened Ti-Beta-21S","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090271407&doi=10.1016%2fj.surfcoat.2020.126368&partnerID=40&md5=3821c1875e111facb3c26bf8c87ce742"
"A review on the hybrid titanium composite laminates (HTCLs) with focuses on surface treatments, fabrications, and mechanical properties","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074420796&doi=10.1016%2fj.compositesa.2019.105679&partnerID=40&md5=fec98c3b078ee154c310e697fda088b1"
"Chemical Conversion Coatings on Magnesium Alloys (Part 2)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096303637&partnerID=40&md5=3de14043406e328d62c29d52739676ca"
"Properties of naval steel surface after non-thermal plasma treatment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099383740&doi=10.1117%2f12.2572129&partnerID=40&md5=7ed16da5bb6a2caa43959a9f5849ca32"
"Solid particle erosive wear behaviour of flame sprayed EVA based polymeric coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099935194&doi=10.14456%2fjmmm.2020.39&partnerID=40&md5=fa76ec790904174896be596538c7e480"
"Process optimization of high entropy alloys by laser additive manufacturing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124157676&doi=10.1002%2feng2.12252&partnerID=40&md5=79362cfad18f61cf8461e0b680076389"
"A multifunctional antifog, antifrost, and self-cleaning zwitterionic polymer coating based on poly(SBMA-co-AA)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079626688&doi=10.1007%2fs11998-020-00324-5&partnerID=40&md5=adc3aa138196bf709e096c2a26045fe2"
"Prevention of hydrogen embrittlement of high strength alloy steel using surface coating techniques","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079891753&doi=10.24247%2fijmperdapr20203&partnerID=40&md5=7245f27d4e3222501129451b221231b2"
"Chemical conversion coatings on magnesium alloys (Part 1)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095810900&partnerID=40&md5=f15a0408cdfd251c848186f8b8a14020"
"Tribocorrosion of DIN 16MnCr5 Steel Modified by Carburization and Manganese Phosphate Coating","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084502349&doi=10.1007%2fs11665-020-04828-4&partnerID=40&md5=594c3e39a76be5197c837a39df668a63"
"Corrosion behavior of MoS2-incorporated PEO coatings prepared on Al alloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083310067&doi=10.1680%2fjsuin.19.00065&partnerID=40&md5=237c8892ffc6fd66a894da1d049ef602"
"EUROCORR 2019: ‘New times, new materials, new corrosion challenges’: part 2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084417979&doi=10.1080%2f1478422X.2020.1733310&partnerID=40&md5=a4926423a060bd2f6ce0d977ca72a47e"
"Durability of superhydrophobic duplex coating systems for aerospace applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089352193&doi=10.1016%2fj.surfcoat.2020.126249&partnerID=40&md5=1b9e2acc4023780b9d3233ba0e6ff756"
"Dynamic interactions of ingested molten silicate particles with air plasma sprayed thermal barrier coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089740577&doi=10.1557%2fjmr.2020.196&partnerID=40&md5=080bef88391404bb363778c6ba5c4cf6"
"Graphene oxide/zeolitic imidazolate frameworks-8 coating for cotton fabrics with highly flame retardant, self-cleaning and efficient oil/water separation performances","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089818135&doi=10.1016%2fj.matchemphys.2020.123656&partnerID=40&md5=2176186121ce45ef61e7672c2a446e61"
"Design modifications to an existing high-density mid-board optical engine to survive harsh environments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082679770&doi=10.1117%2f12.2542868&partnerID=40&md5=f7b5ed3e06fd14d3383f4fa455badb42"
"Influence of titanium surface porosity on adhesive strength of coatings containing calcium silicate","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093937823&doi=10.3390%2fma13204493&partnerID=40&md5=1fbb73452d2cbdffd7c086b47c36b5df"
"Cooperative and synergistic corrosion inhibition of AA 7075-T6 by praseodymium and CaSO4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089101564&doi=10.1515%2fcorrrev-2020-0032&partnerID=40&md5=07d2701f8cad1e0e68fc6ad10c6c014d"
"Experimental and numerical investigation of cutting forces in micro-milling of polycarbonate glass","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092304935&doi=10.1080%2f10910344.2019.1698608&partnerID=40&md5=ab2ad7021d75b1652cde25f753eb4435"
"On the heat-treatment induced evolution of residual stress and remarkable enhancement of adhesion strength of cold sprayed Ti–6Al–4V coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118932522&doi=10.1016%2fj.rinma.2020.100119&partnerID=40&md5=894914c59a467a5593636e7a24f6f05c"
"Engineering the interfacial chemistry and mechanical properties of cellulose-reinforced epoxy composites using atomic layer deposition (ALD)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085329550&doi=10.1007%2fs10570-020-03188-5&partnerID=40&md5=067d851980d59abed2ccccc28443c121"
"Preparation of wide-angle and abrasion-resistant multi-layer antireflective coatings by MgF2 and SiO2 mixed sol","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085950131&doi=10.1016%2fj.colsurfa.2020.125106&partnerID=40&md5=86e1d4948e6d09dc6b3e6d27a478941f"
"Broadband, High-Temperature Stable Reflector for Aerospace Thermal Radiation Protection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081015928&doi=10.1021%2facsami.9b20753&partnerID=40&md5=67270d79ab9cb82d077243bbd5acf1ff"
"Synthesis of Polymer Nano-composite coatings as corrosion inhibitors: A quick review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099118812&doi=10.1088%2f1757-899X%2f983%2f1%2f012016&partnerID=40&md5=b50646b43118ee6c31060194e0e0b000"
"High performance epoxy/polyester-based nanocomposite coatings for multipurpose applications: A review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081590856&doi=10.1177%2f8756087920910481&partnerID=40&md5=ffdd5e52189a8590a672d3da4f8d0184"
"Influence of plasma electrolytic oxidation on fatigue behaviour of zk60a-t5 magnesium alloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097178499&doi=10.3390%2fcoatings10121180&partnerID=40&md5=fa17f5640809a84cb6b8bab6bc8b33cc"
"Ground simulation of the effects of the space environment on ceramic nano-coated panels for space environment protection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091706610&doi=10.1109%2fMetroAeroSpace48742.2020.9160167&partnerID=40&md5=ea96889f43203a4b0ef4f0e53ebf1c0f"
"Establishment of accelerated degradation model and life evaluation method for external coating of airborne radome under ozone","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099294377&doi=10.1109%2fPHM-Jinan48558.2020.00041&partnerID=40&md5=d6d7c619478f889c901f1ef9e4440bed"
"Designing green self-healing anticorrosion conductive smart coating for metal protection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091876855&doi=10.1088%2f1361-665X%2faba849&partnerID=40&md5=437c66ebaceecc8a06f3310c857604aa"
"Polyimide nanocomposites with remarkable rubbery plateau modulus and outstanding coating resistance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081099878&partnerID=40&md5=e81d24a659d522c646514188b4f914cc"
"Design of hard coatings deposited by HiPIMS and dcMS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090553347&doi=10.1016%2fj.matlet.2020.128540&partnerID=40&md5=1f1e1403de0b8544367e1951eaf3ad3f"
"Effect of laser surface treatment on surface and bonding properties of carbon fiber reinforced composites","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074612053&doi=10.1007%2fs12289-019-01509-z&partnerID=40&md5=8b26e5ebe8a02bae05373106ffc54b97"
"Wear behaviour of coated cemented carbide inserts in an oxygen-free atmosphere when machining ti-6al-4v","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096412180&doi=10.4028%2fwww.scientific.net%2fDDF.404.28&partnerID=40&md5=8c476784f94df3f6962a4eeacd349711"
"Coating effect on thermal-physical and corrosion characteristics of ultralight Mg-based alloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094130996&doi=10.1088%2f1757-899X%2f918%2f1%2f012111&partnerID=40&md5=d42a683637dc7202e91e600049c684fd"
"Effect of Ultrasonic Treatment on the Structure and Corrosion of Al2O3/Ni-W-Fe-P Coating for Car; [超声处理对汽车用Al2O3/Ni-W-Fe-P化学镀层结构和腐蚀性能的影响]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099521443&doi=10.13922%2fj.cnki.cjovst.2020.10.02&partnerID=40&md5=3ab9b7f3feb3c4b7ad6887db253ce816"
"Maximizing the microwave absorption performance of polypyrrole by data-driven discovery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088894495&doi=10.1016%2fj.compscitech.2020.108332&partnerID=40&md5=f8a9769ba04c09623610f9ce99bd8c87"
"Morphological Control of Silicon Carbide Deposited on Hi-Nicalon Type S Fiber Using Atmospheric Pressure Chemical Vapor Infiltration","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092553750&doi=10.1021%2facsomega.0c03493&partnerID=40&md5=ec6116ba8df1f80068a2f33191b4a4f5"
"Effect of surface treatment on the fatigue strength of additive manufactured TI6AL4V alloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086499150&doi=10.3221%2fIGF-ESIS.53.26&partnerID=40&md5=2feb467ba05d1802d83800f4a340f8af"
"Characterization of the effect of an epoxy adhesive in hybrid FSW-bonding aluminium-steel joints for naval application","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089381855&doi=10.1016%2fj.ijadhadh.2020.102702&partnerID=40&md5=4f6162fad3616062f7d3fee1c14bd9de"
"Chemical conversion coatings on magnesium alloys (part 3)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096244304&partnerID=40&md5=ad08f9807454560c0f751e2a224e7341"
"A Review of the Research on the Test Technology of Aircraft Engine Blade-casing Rub-impact; [航空发动机叶片- 机匣碰摩试验技术研究综述]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115616983&doi=10.16615%2fj.cnki.1674-8190.2020.03.001&partnerID=40&md5=c7ab5bb582c095a91eb83f54cae6861d"
"Porous carbon materials for microwave absorption","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097746110&doi=10.1039%2fd0ma00662a&partnerID=40&md5=3a4996360763f40b538e7d185c61e75c"
"Overview of mechanical, microstructural, oxidation properties and high-temperature applications of superalloys","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104233002&doi=10.1016%2fj.matpr.2020.12.523&partnerID=40&md5=8f5cadf77f53005c19a5d916f0b37afb"
"Facile fabrication of polyimide-alumina composite coatings by liquid flame spray","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090776342&doi=10.3390%2fcoatings10090857&partnerID=40&md5=b4ec3f7017cb11d29dedd54f173d30e1"
"Characteristics and tribological behavior of the hard anodized 6061-T6 Al alloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086766259&doi=10.1016%2fj.jallcom.2020.155988&partnerID=40&md5=344ce3407185f7a5ddc64c45c448fcdd"
"Antibacterial and Biofilm-Preventive Photocatalytic Activity and Mechanisms on P/F-Modified TiO2Coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092767410&doi=10.1021%2facsabm.0c00467&partnerID=40&md5=2d20706cd78114253526ac1e2f9b6bc0"
"Numerical modelling and microstructural evolution of hybrid Ti-6Al-4V/Ti-Al-Si-Cu composite coating","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089475595&doi=10.1007%2fs00170-020-05863-0&partnerID=40&md5=bbfd3d59713ed948265cb1584c2b6e7f"
"Fabrication and investigation of Al2024-B4c-Tic hybrid metal matrix composites using laser beam machining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093643675&doi=10.13111%2f2066-8201.2020.12.3.19&partnerID=40&md5=2464a10f98132b8126358c247f7fd343"
"Post-Processing of HVOF Sprayed WC-Co Coating to Enhance its Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152830063&doi=10.1016%2fB978-0-12-803581-8.11163-4&partnerID=40&md5=2a76c4e616170e07a7371939d6ba43ef"
"Preparation and application of polyimide aerogel materials; [聚酰亚胺气凝胶材料的制备及其应用]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082799830&doi=10.13374%2fj.issn2095-9389.2019.08.12.003&partnerID=40&md5=371a2fb05f20e22452738bee86f86197"
"Corrosion performance of Zinc Based Binary and Ternary Alloy Coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085923319&doi=10.1016%2fj.cdc.2020.100440&partnerID=40&md5=441070e5bde3a6188399a3e3fa515d57"
"Micro/nanostructured coating for cotton textiles that repel oil, water, and chemical warfare agents","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090415758&doi=10.3390%2fpolym12081826&partnerID=40&md5=0f329fd6989b651155f400a5deab4853"
"The collation of impact behaviour of titanium/carbon, aluminum/carbon and conventional carbon fibres laminates","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087591074&doi=10.1016%2fj.tws.2020.106952&partnerID=40&md5=fc776919a7d91b058bc56e008e4d7e1b"
"Large-Area Stable Superhydrophobic Poly(dimethylsiloxane) Films Fabricated by Thermal Curing via a Chemically Etched Template","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077949418&doi=10.1021%2facsami.9b19677&partnerID=40&md5=b6fcd00f27128f99e5a65a2fa9b23e24"
"Ceramic composite materials obtained by electron-beam physical vapor deposition used as thermal barriers in the aerospace industry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079893574&doi=10.3390%2fnano10020370&partnerID=40&md5=6b33eddb49ce2be086a363f63add9c03"
"Wear and friction performance evaluation of nickel based nanocomposite coatings under refrigerant lubrication","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083053078&doi=10.1016%2fj.triboint.2020.106312&partnerID=40&md5=af13e348d1dd4a0f363955c0d6a8aa84"
"Surface Modification of TC4 Alloy with Pack Cementation Yttria-Doped Aluminide Coatings: An Experimental Study; [TC4合金表面Y改性铝化物涂层的组织及高温氧化性能]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090657653&doi=10.13922%2fj.cnki.cjovst.2020.04.09&partnerID=40&md5=eb109959b60005b00ec28a2280bd3c33"
"Corrosion Testing of Anodized Aerospace Alloys: Comparison between Immersion and Salt Spray Testing using Electrochemical Impedance Spectroscopy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081644792&doi=10.1149%2f1945-7111%2fab74e3&partnerID=40&md5=7008607c11e78f44b73fd1b872a712ce"
"Experimental validation of a theoretical model for the study of atomic oxygen degradation of space systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100926854&partnerID=40&md5=d7324c536d756af8775f65a023d6a412"
"Surface finishing of aerospace materials; [Havacılık malzemelerinin yüzey işlemesi]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095945572&doi=10.31202%2fecjse.691548&partnerID=40&md5=5b4830c403932ec98bf45f64e717e4a6"
"Flank wear and rake wear studies for arc enhanced HiPIMS coated AlTiN tools during high speed machining of nickel-based superalloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075947798&doi=10.1016%2fj.surfcoat.2019.125190&partnerID=40&md5=ffb7bdb90b6ac2f0b8285c810b525760"
"Stress and fracture surface analysis of uncoated and coated 7075-T6 specimens under the rotating bending fatigue loading","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082171659&doi=10.1016%2fj.engfailanal.2020.104512&partnerID=40&md5=285663296b13d3c28425d70df2ffa3cf"
"Mechanics of milling 48-2-2 gamma titanium aluminide","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086787867&doi=10.1016%2fj.cirpj.2020.05.001&partnerID=40&md5=aad76510bf529d43e9a3e494cc0d99e1"
"Adhesion behavior of calcia-magnesia-Alumino-silicates on gadolinia-yttria-stabilized zirconia composite thermal barrier coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089746085&doi=10.1557%2fjmr.2020.184&partnerID=40&md5=c1f66262f5fcd7900f2626ba2ff8fb70"
"Electrical Conductivity of Metal–Polymer Cold Spray Composite Coatings onto Carbon Fiber-Reinforced Polymer","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081026297&doi=10.1007%2fs11666-020-00999-7&partnerID=40&md5=b4d78bb47261632b6c058c3b83f8c677"
"A Short Review about Aerospace Materials Characterization – Bonding Agents and Thermal Insulation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084145010&doi=10.1002%2fprep.201900407&partnerID=40&md5=64f9db7c87913cc3734f1fbea18e4b3f"
"Synchrotron x-ray diffraction study of phase transformation in cmas ingressed eb-pvd thermal barrier coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092347700&doi=10.2514%2f6.2020-0400&partnerID=40&md5=e95221f88ec4a481523d513673cdcf57"
"Spray dried nano oxide ceramics for free flowing plasma spray coating powders and battery material processing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098498991&doi=10.1088%2f1742-6596%2f1706%2f1%2f012218&partnerID=40&md5=6d6487090836a67100e2240f359cdd6d"
"Performance Assessment of Ni-Coated Titanium Alloys Under Wet Conditions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081008526&doi=10.1007%2fs40735-020-00343-0&partnerID=40&md5=651409f8b8b081ff3002cdbbd26cf9ef"
"The influence of soluble salts content on the performance of an epoxy coating system via accelerated corrosion tests","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090643985&doi=10.1590%2fS1517-707620200002.1048&partnerID=40&md5=8314ba22978c4f698828cc7f2e2336f3"
"High-Temperature Sliding Friction Behavior of Amorphous Carbon Films: Molecular Dynamics Simulation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097827870&doi=10.1021%2facs.langmuir.0c02765&partnerID=40&md5=8c4561cd37e44455d832c24a421f321d"
"Fabrication of fluorine-free, comfortable and wearable superhydrophobic fabrics via capacitance coupled plasma with methyl side-chain lauryl methacrylate coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084491459&doi=10.1016%2fj.porgcoat.2020.105727&partnerID=40&md5=b9672939ac16f7c3903116cceccae220"
"When social identity-defining groups become violent: Collective responses to identity uncertainty, status erosion, and resource threat","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097008102&doi=10.4324%2f9780429197420-3&partnerID=40&md5=7957a33c25d4f09930416cffd40d1afc"
"Promoted ablation resistance of polydimethylsiloxane via crosslinking with multi-ethoxy POSS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081002766&doi=10.1016%2fj.compositesb.2020.107901&partnerID=40&md5=ab0e6b3d3c6956fb82c0ff56a2a8c182"
"Analysis of Mechanical and Thermal Properties of Aluminum-Chromium-Nitride-Coated Stainless Steel 316L Micrometal Lattice Fabricated by Selective Laser Sintering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092614122&doi=10.1007%2fs11665-020-05171-4&partnerID=40&md5=0624d824396d14b55842ac162c882e4c"
"Comparison of the microstructure evolution and wear resistance of Ti6Al4V composite coatings reinforced by hard pure or Ni-plated cubic boron nitride particles prepared with laser cladding on a Ti6Al4V substrate","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088233765&doi=10.3390%2fcoatings10070702&partnerID=40&md5=65991cb24741f09c267e4e5e5247b455"
"Development and application of thin wide-band screening composite materials","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099619747&doi=10.15330%2fPCSS.21.4.771-778&partnerID=40&md5=ad82d818142ef0da62d90e93036d7f79"
"Percussion drilling of deep holes using picosecond ultrashort pulse laser in ni-based superalloy coated with ceramic thermal barrier coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090054960&doi=10.3390%2fMA13163570&partnerID=40&md5=e56467779236475ad648da9920720038"
"Design Rules for Laser-Treated Icephobic Metallic Surfaces for Aeronautic Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083689466&doi=10.1002%2fadfm.201910268&partnerID=40&md5=1cfe96bfd194c806c5ccaff812da5204"
"Fabrication of mechanically durable slippery surface on HVOF sprayed WC-Co coating","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084953889&doi=10.1016%2fj.surfcoat.2020.125886&partnerID=40&md5=5dfd91ce16d200b4b90a3b9cdcddf414"
"Al3Ti Intermetallic Coatings obtained with Help Gas Dynamic Cold Spray and Heat Treatment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127239661&doi=10.17212%2f1994-6309-2020-22.1-80-89&partnerID=40&md5=816354386e7d13421b76b9c262a3c394"
"Prediction of influence of Co-Cr-Mo alloy coating on the wear rate of aluminium with HCl solution","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104038465&doi=10.1016%2fj.matpr.2020.12.956&partnerID=40&md5=b9b8381c8fb0b457496af505c49d5422"
"Advanced Materials for High-Temperature Thermal Transport","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073807920&doi=10.1002%2fadfm.201904815&partnerID=40&md5=830e0420765094f44612eafa7a661f38"
"Facile fabrication of fluorine free zirconium zinc stearate based superhydrophobic and superoleophilic coating on cotton fabric with superior antibacterial property","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069482406&doi=10.1007%2fs10971-019-05079-z&partnerID=40&md5=5ca4c2deb8447b4553a6ba8bc28409c4"
"Data Driven Optimization of Vibropeening","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086597860&doi=10.1016%2fj.procir.2020.02.036&partnerID=40&md5=1557f13eb416ea207e7da3cc496ce32a"
"Coating seeds with Trichoderma strains promotes plant growth and enhance the systemic resistance against Fusarium crown rot in durum wheat","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096312753&doi=10.1186%2fs41938-020-00338-6&partnerID=40&md5=90cefa8445a2d27a6e3fc0f39122f3df"
"Laser parameters dependence of pulse laser surface treatment of silicon","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090496090&doi=10.1117%2f12.2564989&partnerID=40&md5=e1408102885917dcf9ca31337e8a7545"
"High-Performance Cross-Linked Self-Healing Material Based on Multiple Dynamic Bonds","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096778168&doi=10.1021%2facsapm.0c00154&partnerID=40&md5=5d8156e6aa8e2e6c006f7ac44f742a8e"
